assertion_id,future_condition_label_drift,future_classification_change,future_cross_environment_drift,future_any_meaning_drift
CANCER_1049123,0,0,0,1
CANCER_1049151,0,0,0,0
CANCER_1049201,0,0,0,0
CANCER_1049208,1,0,0,1
CANCER_1049236,0,0,0,0
CANCER_1049239,1,0,1,1
CANCER_1049246,0,0,0,0
CANCER_1049247,0,0,0,0
CANCER_1049254,0,0,0,0
CANCER_1049275,0,0,0,0
CANCER_1049277,0,0,0,0
CANCER_1049291,1,0,1,1
CANCER_1049324,0,0,0,0
CANCER_1049327,0,0,0,0
CANCER_1049335,0,0,0,0
CANCER_1049345,0,0,0,0
CANCER_1049351,0,0,0,0
CANCER_1049378,1,0,1,1
CANCER_1049380,0,0,0,0
CANCER_1049396,0,0,0,0
CANCER_1049456,1,0,0,1
CANCER_1049506,0,0,0,0
CANCER_1049514,0,0,0,0
CANCER_1049561,0,0,0,0
CANCER_1049566,0,0,0,0
CANCER_1049567,0,0,0,0
CANCER_1049573,0,0,0,0
CANCER_1049576,0,0,0,0
CANCER_1049646,0,0,0,0
CANCER_1049668,0,0,0,0
CANCER_1049719,0,0,0,0
CANCER_1049755,0,0,0,0
CANCER_1049778,0,0,0,0
CANCER_1049809,1,0,1,1
CANCER_1049817,0,0,0,0
CANCER_1049828,0,0,0,0
CANCER_1049894,1,0,1,1
CANCER_1049895,0,0,0,0
CANCER_1049912,0,0,0,0
CANCER_1049937,0,0,0,0
CANCER_1049940,0,0,0,0
CANCER_1050010,0,0,0,0
CANCER_1050025,0,0,0,0
CANCER_1050026,0,0,0,0
CANCER_1050037,0,0,0,0
CANCER_1050121,0,0,0,0
CANCER_1050136,1,0,1,1
CANCER_1050145,1,0,0,1
CANCER_1050211,0,0,0,0
CANCER_1050237,0,0,0,0
CANCER_1050248,1,0,0,1
CANCER_1050253,0,0,0,0
CANCER_1050280,0,0,0,0
CANCER_1050310,1,0,0,1
CANCER_1050316,0,0,0,0
CANCER_1050345,0,0,0,0
CANCER_1050359,1,0,1,1
CANCER_1050371,1,0,1,1
CANCER_1050520,0,0,0,0
CANCER_1050536,0,0,0,0
CANCER_1050544,0,0,0,0
CANCER_1050553,0,0,0,0
CANCER_1050615,0,0,0,0
CANCER_1050627,0,0,0,0
CANCER_1050639,0,0,0,0
CANCER_1050669,1,0,1,1
CANCER_1050671,0,0,0,0
CANCER_1050735,0,0,0,0
CANCER_1050750,0,0,0,0
CANCER_1050772,1,0,1,1
CANCER_1050776,0,0,0,0
CANCER_1050839,0,0,0,0
CANCER_1065138,0,0,0,0
CANCER_1065153,0,0,0,0
CANCER_1065160,0,0,0,0
CANCER_1065539,0,0,0,0
CANCER_1065541,0,0,0,0
CANCER_1065545,0,0,0,0
CANCER_1065546,0,0,0,0
CANCER_1065547,0,0,0,0
CANCER_1065548,0,0,0,0
CANCER_1065549,0,0,0,0
CANCER_1065551,0,0,0,0
CANCER_1065552,0,0,0,0
CANCER_1065553,0,0,0,0
CANCER_1065554,0,0,0,0
CANCER_1065556,0,0,0,0
CANCER_1065565,1,0,1,1
CANCER_1065904,1,0,0,1
CANCER_1065962,1,0,0,1
CANCER_1065966,0,0,0,0
CANCER_1066028,1,0,1,1
CANCER_1066119,0,0,0,0
CANCER_1066203,0,0,0,0
CANCER_1066207,0,0,0,0
CANCER_1066208,0,0,0,0
CANCER_1066285,1,0,1,1
CANCER_1066287,0,0,0,0
CANCER_1066288,0,0,0,0
CANCER_1066289,0,0,0,0
CANCER_1066290,0,0,0,0
CANCER_1066298,1,0,1,1
CANCER_1066317,0,0,0,1
CANCER_1066327,0,0,0,0
CANCER_1066328,0,0,0,0
CANCER_1066347,1,0,1,1
CANCER_1066372,0,0,0,0
CANCER_1066373,0,0,0,0
CANCER_1066374,0,0,0,0
CANCER_1066445,0,0,0,0
CANCER_1066446,0,0,0,0
CANCER_1066447,0,0,0,0
CANCER_1066448,0,0,0,0
CANCER_1066540,0,0,0,0
CANCER_1066541,0,0,0,0
CANCER_1066558,0,0,0,0
CANCER_1066565,1,0,0,1
CANCER_1066579,0,0,0,0
CANCER_1066580,0,0,0,0
CANCER_1066581,0,0,0,0
CANCER_1066604,1,0,1,1
CANCER_1066605,1,0,0,1
CANCER_1066643,0,0,0,1
CANCER_1066654,1,0,0,1
CANCER_1066662,0,0,0,0
CANCER_1066663,0,0,0,0
CANCER_1066664,0,0,0,0
CANCER_1066672,1,0,1,1
CANCER_1066685,0,0,0,0
CANCER_1066705,1,0,1,1
CANCER_1066739,0,0,0,0
CANCER_1066756,0,0,0,0
CANCER_1066796,0,0,0,1
CANCER_1066819,0,0,0,0
CANCER_1066844,1,0,1,1
CANCER_1066890,1,0,1,1
CANCER_1066891,0,0,0,0
CANCER_1066928,1,0,1,1
CANCER_1066930,0,0,0,0
CANCER_1066995,0,0,0,0
CANCER_1067081,0,0,0,0
CANCER_1067082,0,0,0,0
CANCER_1067089,1,0,0,1
CANCER_1067114,0,0,0,0
CANCER_1067118,0,0,0,0
CANCER_1067119,0,0,0,0
CANCER_1067121,0,0,0,0
CANCER_1067147,1,0,0,1
CANCER_1067189,0,0,0,0
CANCER_1067200,0,0,0,0
CANCER_1067201,0,0,0,0
CANCER_1067205,0,0,0,0
CANCER_1067207,0,0,0,0
CANCER_1067242,1,0,0,1
CANCER_1067243,0,0,0,0
CANCER_1067276,0,0,0,0
CANCER_1067277,0,0,0,0
CANCER_1067333,0,0,0,0
CANCER_1067334,0,0,0,0
CANCER_1067335,0,0,0,0
CANCER_1067373,0,0,0,0
CANCER_1067408,0,0,0,0
CANCER_1067457,0,0,0,0
CANCER_1067462,0,0,0,0
CANCER_1067478,1,0,0,1
CANCER_1067498,1,0,0,1
CANCER_1067507,1,0,1,1
CANCER_1067509,0,0,0,0
CANCER_1067514,0,0,0,0
CANCER_1067665,1,0,1,1
CANCER_1067749,0,0,0,0
CANCER_1067825,0,0,0,0
CANCER_1067853,1,0,0,1
CANCER_1067874,0,0,0,0
CANCER_1067948,0,0,0,0
CANCER_1067956,0,0,0,0
CANCER_1067957,0,0,0,0
CANCER_1067980,1,0,0,1
CANCER_1068027,0,0,0,0
CANCER_1068029,1,0,1,1
CANCER_1068033,1,0,0,1
CANCER_1068042,1,0,1,1
CANCER_1068153,1,0,0,1
CANCER_1068214,1,0,0,1
CANCER_1068245,0,0,0,0
CANCER_1068261,1,0,1,1
CANCER_1068266,0,0,0,0
CANCER_1068278,0,0,0,0
CANCER_1068284,0,0,0,0
CANCER_1068285,0,0,0,0
CANCER_1068286,0,0,0,0
CANCER_1068327,0,0,0,0
CANCER_1068369,0,0,0,0
CANCER_1068370,1,0,1,1
CANCER_1068378,0,0,0,0
CANCER_1068445,0,0,0,0
CANCER_1068446,0,0,0,0
CANCER_1068484,0,0,0,0
CANCER_1068512,1,0,1,1
CANCER_1068517,0,0,0,0
CANCER_1068533,0,0,0,0
CANCER_1068534,1,0,1,1
CANCER_1068535,0,0,0,0
CANCER_1068555,0,0,0,0
CANCER_1068558,0,0,0,0
CANCER_1068559,0,0,0,1
CANCER_1068563,1,0,0,1
CANCER_1068565,0,0,0,0
CANCER_1068575,0,0,0,1
CANCER_1068579,0,0,0,0
CANCER_1068580,0,0,0,0
CANCER_1068581,0,0,0,0
CANCER_1068607,0,0,0,0
CANCER_1068608,0,0,0,0
CANCER_1068609,0,0,0,0
CANCER_1068630,0,0,0,0
CANCER_1068638,0,0,0,0
CANCER_1068686,0,0,0,0
CANCER_1068687,0,0,0,0
CANCER_1068690,1,0,0,1
CANCER_1068697,0,0,0,0
CANCER_1068698,0,0,0,0
CANCER_1068700,1,0,0,1
CANCER_1068715,0,0,0,0
CANCER_1068727,0,0,0,0
CANCER_1068740,0,0,0,0
CANCER_1068748,1,0,0,1
CANCER_1068755,1,0,1,1
CANCER_1068760,0,0,0,0
CANCER_1068798,0,0,0,0
CANCER_1068799,1,0,0,1
CANCER_1068800,0,0,0,0
CANCER_1068801,0,0,0,0
CANCER_1068803,1,0,1,1
CANCER_1068819,0,0,0,0
CANCER_1068830,0,0,0,0
CANCER_1068838,0,0,0,0
CANCER_1068842,0,0,0,0
CANCER_1068843,0,0,0,0
CANCER_1068844,0,0,0,0
CANCER_1068846,0,0,0,0
CANCER_1068868,0,0,0,0
CANCER_1068869,0,0,0,0
CANCER_1068878,0,0,0,0
CANCER_1068879,0,0,0,0
CANCER_1068880,0,0,0,0
CANCER_1068881,0,0,0,0
CANCER_1068882,0,0,0,0
CANCER_1068883,0,0,0,0
CANCER_1068884,0,0,0,0
CANCER_1068885,0,0,0,0
CANCER_1068886,0,0,0,0
CANCER_1068926,1,0,1,1
CANCER_1068929,0,0,0,0
CANCER_1068940,0,0,0,0
CANCER_1068948,1,0,0,1
CANCER_1068969,1,0,0,1
CANCER_1068970,1,0,0,1
CANCER_1068981,0,0,0,0
CANCER_1068982,0,0,0,0
CANCER_1068983,0,0,0,1
CANCER_1069017,1,0,0,1
CANCER_1069072,0,0,0,0
CANCER_1069073,0,0,0,0
CANCER_1069084,0,0,0,0
CANCER_1069112,0,0,0,0
CANCER_1069114,0,0,0,0
CANCER_1069116,0,0,0,0
CANCER_1069119,0,0,0,0
CANCER_1069124,1,0,0,1
CANCER_1069135,0,0,0,0
CANCER_1069147,0,0,0,0
CANCER_1069151,0,0,0,0
CANCER_1069153,0,0,0,0
CANCER_1069154,0,0,0,0
CANCER_1069155,0,0,0,0
CANCER_1069156,0,0,0,0
CANCER_1069159,0,0,0,0
CANCER_1069161,0,0,0,0
CANCER_1069164,0,0,0,0
CANCER_1069165,0,0,0,0
CANCER_1069175,0,0,0,0
CANCER_1069176,0,0,0,0
CANCER_1069177,0,0,0,0
CANCER_1069178,0,0,0,0
CANCER_1069179,0,0,0,0
CANCER_1069180,0,0,0,0
CANCER_1069185,0,0,0,0
CANCER_1069197,1,0,1,1
CANCER_1069225,1,0,0,1
CANCER_1069248,1,0,1,1
CANCER_1069253,0,0,0,0
CANCER_1069265,1,0,0,1
CANCER_1069286,1,0,0,1
CANCER_1069305,1,0,0,1
CANCER_1069313,0,0,0,0
CANCER_1069314,0,0,0,0
CANCER_1069315,0,0,0,0
CANCER_1069316,0,0,0,0
CANCER_1069332,0,0,0,0
CANCER_1069333,0,0,0,0
CANCER_1069335,0,0,0,0
CANCER_1069350,0,0,0,0
CANCER_1069351,0,0,0,0
CANCER_1069352,0,0,0,0
CANCER_1069353,0,0,0,0
CANCER_1069408,0,0,0,0
CANCER_1069418,0,0,0,0
CANCER_1069421,0,0,0,0
CANCER_1069422,0,0,0,0
CANCER_1069423,0,0,0,0
CANCER_1069424,0,0,0,0
CANCER_1069438,0,0,0,0
CANCER_1069441,1,0,1,1
CANCER_1069466,0,0,0,0
CANCER_1069467,0,0,0,0
CANCER_1069472,0,0,0,0
CANCER_1069473,0,0,0,0
CANCER_1069494,0,0,0,0
CANCER_1069521,1,0,1,1
CANCER_1069523,0,0,0,0
CANCER_1069525,1,0,0,1
CANCER_1069528,1,0,0,1
CANCER_1069530,1,0,1,1
CANCER_1069551,0,0,0,0
CANCER_1069556,0,0,0,0
CANCER_1069557,0,0,0,0
CANCER_1069558,0,0,0,0
CANCER_1069559,0,0,0,0
CANCER_1069578,0,0,0,0
CANCER_1069594,0,0,0,0
CANCER_1069617,1,0,1,1
CANCER_1069631,0,0,0,0
CANCER_1069643,0,0,0,0
CANCER_1069650,0,0,0,0
CANCER_1069663,0,0,0,0
CANCER_1069664,0,0,0,0
CANCER_1069668,0,0,0,0
CANCER_1069669,0,0,0,0
CANCER_1069750,0,0,0,0
CANCER_1069751,0,0,0,0
CANCER_1069756,1,0,0,1
CANCER_1069760,0,0,0,0
CANCER_1069763,1,0,0,1
CANCER_1069775,1,0,0,1
CANCER_1069777,0,0,0,1
CANCER_1069789,0,0,0,0
CANCER_1069797,0,0,0,0
CANCER_1069809,0,0,0,1
CANCER_1069812,0,0,0,0
CANCER_1069813,0,0,0,0
CANCER_1069814,0,0,0,0
CANCER_1069824,1,0,1,1
CANCER_1069826,0,0,0,0
CANCER_1069827,0,0,0,0
CANCER_1069828,0,0,0,0
CANCER_1069829,0,0,0,0
CANCER_1069873,0,0,0,0
CANCER_1069911,1,0,1,1
CANCER_1069915,1,0,0,1
CANCER_1069947,0,0,0,0
CANCER_1069949,0,0,0,0
CANCER_1069971,0,0,0,0
CANCER_1069973,0,0,0,0
CANCER_1069974,0,0,0,0
CANCER_1069988,0,0,0,0
CANCER_1069993,0,0,0,0
CANCER_1070006,1,0,0,1
CANCER_1070021,0,0,0,0
CANCER_1070022,0,0,0,0
CANCER_1070046,0,0,0,0
CANCER_1070072,1,0,1,1
CANCER_1070086,0,0,0,0
CANCER_1070087,0,0,0,0
CANCER_1070093,0,0,0,0
CANCER_1070096,1,0,1,1
CANCER_1070098,0,0,0,0
CANCER_1070111,0,0,0,0
CANCER_1070115,1,0,0,1
CANCER_1070121,0,0,0,0
CANCER_1070128,1,0,0,1
CANCER_1070130,0,0,0,0
CANCER_1070223,0,0,0,0
CANCER_1070237,0,0,0,0
CANCER_1070238,1,0,0,1
CANCER_1070239,1,0,1,1
CANCER_1070258,0,0,0,0
CANCER_1070259,0,0,0,0
CANCER_1070260,0,0,0,0
CANCER_1070261,0,0,0,0
CANCER_1070268,0,0,0,0
CANCER_1070285,0,0,0,0
CANCER_1070306,0,0,0,1
CANCER_1070307,0,0,0,0
CANCER_1070316,0,0,0,0
CANCER_1070329,0,0,0,0
CANCER_1070335,1,0,0,1
CANCER_1070336,1,0,0,1
CANCER_1070349,0,0,0,0
CANCER_1070364,0,0,0,0
CANCER_1070398,1,0,1,1
CANCER_1070412,0,0,0,0
CANCER_1070413,0,0,0,0
CANCER_1070435,0,0,0,0
CANCER_1070469,1,0,0,1
CANCER_1070471,1,0,1,1
CANCER_1070531,0,0,0,0
CANCER_1070561,0,0,0,1
CANCER_1070574,0,0,0,0
CANCER_1070576,1,0,1,1
CANCER_1070581,1,0,0,1
CANCER_1070587,1,0,0,1
CANCER_1070596,0,0,0,0
CANCER_1070602,0,0,0,0
CANCER_1070603,0,0,0,0
CANCER_1070606,1,0,1,1
CANCER_1070642,0,0,0,0
CANCER_1070646,0,0,0,0
CANCER_1070668,1,0,0,1
CANCER_1070669,1,0,0,1
CANCER_1070674,0,0,0,0
CANCER_1070676,1,0,1,1
CANCER_1070687,0,0,0,0
CANCER_1070690,0,0,0,0
CANCER_1070743,0,0,0,1
CANCER_1070745,0,0,0,0
CANCER_1070756,1,0,0,1
CANCER_1070793,0,0,0,0
CANCER_1070826,0,0,0,0
CANCER_1070828,0,0,0,0
CANCER_1070829,0,0,0,0
CANCER_1070866,0,0,0,0
CANCER_1070867,0,0,0,0
CANCER_1070868,0,0,0,0
CANCER_1070869,0,0,0,0
CANCER_1070886,0,0,0,0
CANCER_1070907,1,0,0,1
CANCER_1070909,0,0,0,0
CANCER_1070916,0,0,0,0
CANCER_1070940,0,0,0,0
CANCER_1070948,0,0,0,0
CANCER_1070951,0,0,0,0
CANCER_1070996,1,0,0,1
CANCER_1070998,0,0,0,0
CANCER_1071009,0,0,0,0
CANCER_1071011,0,0,0,0
CANCER_1071105,1,0,1,1
CANCER_1071117,1,0,1,1
CANCER_1071122,1,0,0,1
CANCER_1071123,0,0,0,0
CANCER_1071126,1,0,0,1
CANCER_1071141,0,0,0,0
CANCER_1071152,0,0,0,1
CANCER_1071163,0,0,0,0
CANCER_1071164,0,0,0,0
CANCER_1071165,0,0,0,0
CANCER_1071176,0,0,0,0
CANCER_1071177,0,0,0,0
CANCER_1071180,0,0,0,0
CANCER_1071182,0,0,0,0
CANCER_1071186,0,0,0,0
CANCER_1071211,0,0,0,1
CANCER_1071215,0,0,0,0
CANCER_1071219,0,0,0,0
CANCER_1071267,0,0,0,0
CANCER_1071268,0,0,0,0
CANCER_1071269,0,0,0,0
CANCER_1071282,1,0,0,1
CANCER_1071293,0,0,0,0
CANCER_1071295,0,0,0,0
CANCER_1071296,0,0,0,0
CANCER_1071298,0,0,0,0
CANCER_1071300,0,0,0,0
CANCER_1071360,0,0,0,0
CANCER_1071367,0,0,0,0
CANCER_1071368,0,0,0,0
CANCER_1071369,0,0,0,0
CANCER_1071370,0,0,0,0
CANCER_1071390,0,0,0,0
CANCER_1071391,0,0,0,0
CANCER_1071401,0,0,0,0
CANCER_1071410,0,0,0,0
CANCER_1071440,0,0,0,0
CANCER_1071446,0,0,0,0
CANCER_1071453,0,0,0,0
CANCER_1071468,0,0,0,0
CANCER_1071470,0,0,0,0
CANCER_1071474,0,0,0,0
CANCER_1071475,0,0,0,1
CANCER_1071476,0,0,0,1
CANCER_1071479,0,0,0,1
CANCER_1071480,0,0,0,0
CANCER_1071481,0,0,0,0
CANCER_1071484,0,0,0,0
CANCER_1071485,0,0,0,1
CANCER_1071487,0,0,0,0
CANCER_1071488,0,0,0,0
CANCER_1071545,0,0,0,0
CANCER_1071595,1,0,0,1
CANCER_1071596,0,0,0,0
CANCER_1071597,1,0,1,1
CANCER_1071617,0,0,0,0
CANCER_1071619,1,0,1,1
CANCER_1071629,0,0,0,0
CANCER_1071630,1,0,1,1
CANCER_1071631,0,0,0,0
CANCER_1071632,0,0,0,0
CANCER_1071636,0,0,0,0
CANCER_1071638,0,0,0,0
CANCER_1071640,0,0,0,0
CANCER_1071651,0,0,0,0
CANCER_1071666,1,0,1,1
CANCER_1071679,0,0,0,0
CANCER_1071690,0,0,0,0
CANCER_1071691,0,0,0,0
CANCER_1071692,0,0,0,0
CANCER_1071698,0,0,0,0
CANCER_1071699,0,0,0,0
CANCER_1071700,0,0,0,0
CANCER_1071701,0,0,0,0
CANCER_1071702,0,0,0,0
CANCER_1071738,1,0,0,1
CANCER_1071741,0,0,0,0
CANCER_1071769,1,0,0,1
CANCER_1071770,0,0,0,0
CANCER_1071771,0,0,0,0
CANCER_1071800,0,0,0,0
CANCER_1071801,0,0,0,1
CANCER_1071805,1,0,1,1
CANCER_1071812,0,0,0,0
CANCER_1071816,1,0,1,1
CANCER_1071833,0,0,0,0
CANCER_1071840,1,0,1,1
CANCER_1071841,0,0,0,0
CANCER_1071843,0,0,0,0
CANCER_1071846,0,0,0,0
CANCER_1071855,0,0,0,0
CANCER_1071890,1,0,0,1
CANCER_1071891,0,0,0,1
CANCER_1071915,1,0,0,1
CANCER_1071926,0,0,0,0
CANCER_1071933,0,0,0,0
CANCER_1071938,0,0,0,0
CANCER_1071944,1,0,0,1
CANCER_1071956,0,0,0,0
CANCER_1071958,0,0,0,0
CANCER_1072002,0,0,0,1
CANCER_1072007,0,0,0,0
CANCER_1072034,0,0,0,0
CANCER_1072054,1,0,1,1
CANCER_1072061,0,0,0,0
CANCER_1072081,0,0,0,0
CANCER_1072091,0,0,0,0
CANCER_1072092,0,0,0,0
CANCER_1072101,0,0,0,1
CANCER_1072102,0,0,0,0
CANCER_1072116,0,0,0,0
CANCER_1072117,1,0,0,1
CANCER_1072128,0,0,0,0
CANCER_1072130,0,0,0,0
CANCER_1072131,0,0,0,0
CANCER_1072133,1,0,1,1
CANCER_1072134,1,0,0,1
CANCER_1072140,0,0,0,0
CANCER_1072141,1,0,0,1
CANCER_1072150,1,0,0,1
CANCER_1072154,1,0,0,1
CANCER_1072166,0,0,0,0
CANCER_1072174,0,0,0,0
CANCER_1072187,0,0,0,0
CANCER_1072192,0,0,0,0
CANCER_1072198,1,0,0,1
CANCER_1072210,0,0,0,1
CANCER_1072211,0,0,0,0
CANCER_1072217,0,0,0,0
CANCER_1072218,0,0,0,0
CANCER_1072255,0,0,0,0
CANCER_1072259,0,0,0,0
CANCER_1072260,0,0,0,0
CANCER_1072263,0,0,0,0
CANCER_1072264,0,0,0,0
CANCER_1072268,0,0,0,0
CANCER_1072292,0,0,0,0
CANCER_1072299,0,0,0,0
CANCER_1072329,0,0,0,0
CANCER_1072349,0,0,0,0
CANCER_1072355,1,0,1,1
CANCER_1072359,0,0,0,0
CANCER_1072364,1,0,0,1
CANCER_1072369,0,0,0,0
CANCER_1072378,1,0,1,1
CANCER_1072416,0,0,0,0
CANCER_1072422,0,0,0,0
CANCER_1072467,0,0,0,0
CANCER_1072474,1,0,1,1
CANCER_1072478,0,0,0,0
CANCER_1072482,1,0,0,1
CANCER_1072512,1,0,1,1
CANCER_1072558,0,0,0,0
CANCER_1072565,0,0,0,0
CANCER_1072621,0,0,0,0
CANCER_1072625,0,0,0,0
CANCER_1072627,1,0,1,1
CANCER_1072632,0,0,0,0
CANCER_1072643,1,0,1,1
CANCER_1072656,0,0,0,0
CANCER_1072657,1,0,0,1
CANCER_1072665,1,0,0,1
CANCER_1072669,1,0,1,1
CANCER_1072675,0,0,0,0
CANCER_1072676,0,0,0,0
CANCER_1072677,0,0,0,0
CANCER_1072678,0,0,0,0
CANCER_1072679,0,0,0,0
CANCER_1072715,0,0,0,0
CANCER_1072718,0,0,0,0
CANCER_1072720,0,0,0,0
CANCER_1072723,0,0,0,0
CANCER_1072724,0,0,0,0
CANCER_1072739,1,0,1,1
CANCER_1072740,1,0,1,1
CANCER_1072760,0,0,0,0
CANCER_1072773,0,0,0,0
CANCER_1072791,0,0,0,0
CANCER_1072795,0,0,0,0
CANCER_1072831,0,0,0,0
CANCER_1072880,0,0,0,0
CANCER_1072881,0,0,0,0
CANCER_1072882,1,0,0,1
CANCER_1072892,0,0,0,1
CANCER_1072896,1,0,1,1
CANCER_1072912,0,0,0,0
CANCER_1072939,0,0,0,0
CANCER_1072943,0,0,0,0
CANCER_1072945,1,0,1,1
CANCER_1072958,0,0,0,0
CANCER_1072967,0,0,0,0
CANCER_1072968,0,0,0,0
CANCER_1072969,0,0,0,0
CANCER_1072970,0,0,0,0
CANCER_1072971,0,0,0,0
CANCER_1072972,0,0,0,0
CANCER_1072973,0,0,0,0
CANCER_1072979,0,0,0,0
CANCER_1072980,0,0,0,0
CANCER_1072981,0,0,0,0
CANCER_1072982,0,0,0,0
CANCER_1072983,0,0,0,0
CANCER_1072984,0,0,0,0
CANCER_1072996,0,0,0,0
CANCER_1073052,1,0,1,1
CANCER_1073063,0,0,0,0
CANCER_1073064,0,0,0,0
CANCER_1073077,0,0,0,0
CANCER_1073078,0,0,0,0
CANCER_1073079,0,0,0,0
CANCER_1073080,0,0,0,0
CANCER_1073101,0,0,0,0
CANCER_1073140,1,0,0,1
CANCER_1073157,1,0,0,1
CANCER_1073176,0,0,0,0
CANCER_1073177,0,0,0,0
CANCER_1073178,0,0,0,0
CANCER_1073179,0,0,0,0
CANCER_1073180,0,0,0,0
CANCER_1073190,0,0,0,0
CANCER_1073201,0,0,0,0
CANCER_1073215,1,0,1,1
CANCER_1073216,1,0,1,1
CANCER_1073236,0,0,0,0
CANCER_1073249,0,0,0,0
CANCER_1073251,0,0,0,1
CANCER_1073252,0,0,0,0
CANCER_1073254,0,0,0,1
CANCER_1073257,1,0,0,1
CANCER_1073269,1,0,1,1
CANCER_1073297,0,0,0,0
CANCER_1073298,0,0,0,0
CANCER_1073299,0,0,0,0
CANCER_1073300,0,0,0,0
CANCER_1073317,0,0,0,0
CANCER_1073340,0,0,0,0
CANCER_1073355,0,0,0,0
CANCER_1073356,1,0,0,1
CANCER_1073369,0,0,0,0
CANCER_1073375,0,0,0,0
CANCER_1073381,1,0,0,1
CANCER_1073406,0,0,0,0
CANCER_1073413,1,0,1,1
CANCER_1073428,0,0,0,0
CANCER_1073433,0,0,0,0
CANCER_1073434,0,0,0,0
CANCER_1073435,0,0,0,0
CANCER_1073457,0,0,0,0
CANCER_1073487,0,0,0,0
CANCER_1073509,0,0,0,0
CANCER_1073522,0,0,0,0
CANCER_1073523,0,0,0,0
CANCER_1073537,0,0,0,0
CANCER_1073538,0,0,0,0
CANCER_1073539,0,0,0,0
CANCER_1073540,1,0,1,1
CANCER_1073546,0,0,0,0
CANCER_1073550,0,0,0,0
CANCER_1073551,0,0,0,0
CANCER_1073558,0,0,0,0
CANCER_1073562,1,0,0,1
CANCER_1073563,1,0,0,1
CANCER_1073577,0,0,0,0
CANCER_1073590,0,0,0,0
CANCER_1073591,0,0,0,0
CANCER_1073592,0,0,0,0
CANCER_1073596,0,0,0,0
CANCER_1073668,0,0,0,0
CANCER_1073669,0,0,0,0
CANCER_1073670,0,0,0,0
CANCER_1073675,1,0,1,1
CANCER_1073690,1,0,1,1
CANCER_1073703,0,0,0,0
CANCER_1073704,0,0,0,0
CANCER_1073722,0,0,0,0
CANCER_1073762,0,0,0,0
CANCER_1073804,0,0,0,0
CANCER_1073807,0,0,0,0
CANCER_1073819,1,0,0,1
CANCER_1073822,0,0,0,0
CANCER_1073837,0,0,0,0
CANCER_1073838,0,0,0,0
CANCER_1073839,0,0,0,0
CANCER_1073840,0,0,0,0
CANCER_1073846,0,0,0,0
CANCER_1073855,1,0,0,1
CANCER_1073905,0,0,0,0
CANCER_1073933,1,0,1,1
CANCER_1073934,0,0,0,0
CANCER_1073937,0,0,0,0
CANCER_1073939,1,0,0,1
CANCER_1073947,0,0,0,0
CANCER_1073948,0,0,0,0
CANCER_1073949,0,0,0,0
CANCER_1073966,0,0,0,0
CANCER_1074001,0,0,0,1
CANCER_1074002,0,0,0,0
CANCER_1074011,0,0,0,0
CANCER_1074034,0,0,0,0
CANCER_1074035,1,0,0,1
CANCER_1074037,0,0,0,1
CANCER_1074039,0,0,0,0
CANCER_1074040,1,0,0,1
CANCER_1074053,0,0,0,0
CANCER_1074058,0,0,0,0
CANCER_1074061,0,0,0,0
CANCER_1074077,1,0,1,1
CANCER_1074078,0,0,0,0
CANCER_1074084,1,0,0,1
CANCER_1074086,0,0,0,0
CANCER_1074091,1,0,1,1
CANCER_1074093,0,0,0,0
CANCER_1074094,1,0,0,1
CANCER_1074095,0,0,0,0
CANCER_1074101,0,0,0,0
CANCER_1074102,0,0,0,0
