reviewer_id,reviewer_domain,blinded_case_id,assignment_type,case_domain,gene,variant_identifier,baseline_condition_label,target_context,primary_expert_endpoint_question,arrhythmia_high_value_gene,sads_cpvt_priority,portable_without_additional_interpretation,confidence_1_to_5,requires_disease_specific_review,requires_population_or_penetrance_context,requires_genotype_first_or_trigger_context,not_adjudicable,not_adjudicable_reason,short_rationale,review_minutes
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_003,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3119,Long QT syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_003,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3119,Long QT syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_003,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3119,Long QT syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_003,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3119,Long QT syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_003,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3119,Long QT syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_004,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3120,"Long QT syndrome 1/2, digenic|Long QT syndrome 1|Long QT syndrome|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_004,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3120,"Long QT syndrome 1/2, digenic|Long QT syndrome 1|Long QT syndrome|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_004,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3120,"Long QT syndrome 1/2, digenic|Long QT syndrome 1|Long QT syndrome|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_004,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3120,"Long QT syndrome 1/2, digenic|Long QT syndrome 1|Long QT syndrome|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_004,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3120,"Long QT syndrome 1/2, digenic|Long QT syndrome 1|Long QT syndrome|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_005,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3131,"Long QT syndrome 1, recessive|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|Congenital long QT syndrome|KCNQ1-related disorder|not specified|Cardiac arrhythmia|Jervell and Lange-Nielsen syndrome 1|Jervell and Lange-Nielsen syndrome 1;Long QT syndrome 1|Monogenic hearing loss","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_005,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3131,"Long QT syndrome 1, recessive|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|Congenital long QT syndrome|KCNQ1-related disorder|not specified|Cardiac arrhythmia|Jervell and Lange-Nielsen syndrome 1|Jervell and Lange-Nielsen syndrome 1;Long QT syndrome 1|Monogenic hearing loss","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_005,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3131,"Long QT syndrome 1, recessive|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|Congenital long QT syndrome|KCNQ1-related disorder|not specified|Cardiac arrhythmia|Jervell and Lange-Nielsen syndrome 1|Jervell and Lange-Nielsen syndrome 1;Long QT syndrome 1|Monogenic hearing loss","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_005,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3131,"Long QT syndrome 1, recessive|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|Congenital long QT syndrome|KCNQ1-related disorder|not specified|Cardiac arrhythmia|Jervell and Lange-Nielsen syndrome 1|Jervell and Lange-Nielsen syndrome 1;Long QT syndrome 1|Monogenic hearing loss","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_005,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3131,"Long QT syndrome 1, recessive|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|Congenital long QT syndrome|KCNQ1-related disorder|not specified|Cardiac arrhythmia|Jervell and Lange-Nielsen syndrome 1|Jervell and Lange-Nielsen syndrome 1;Long QT syndrome 1|Monogenic hearing loss","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_006,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3138,Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|KCNQ1-related disorder,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_006,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3138,Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|KCNQ1-related disorder,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_006,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3138,Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|KCNQ1-related disorder,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_006,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3138,Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|KCNQ1-related disorder,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_006,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3138,Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|Long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome 1|KCNQ1-related disorder,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_007,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3140,Long QT syndrome 1|Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome|Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|Cardiac arrhythmia,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_007,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3140,Long QT syndrome 1|Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome|Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|Cardiac arrhythmia,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_007,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3140,Long QT syndrome 1|Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome|Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|Cardiac arrhythmia,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_007,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3140,Long QT syndrome 1|Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome|Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|Cardiac arrhythmia,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_007,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3140,Long QT syndrome 1|Jervell and Lange-Nielsen syndrome 1|Congenital long QT syndrome|not provided|Cardiovascular phenotype|Long QT syndrome|Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|Cardiac arrhythmia,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_008,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3144,"Long QT syndrome 1|Congenital long QT syndrome|not provided|Long QT syndrome|Atrial fibrillation, familial, 3;Beckwith-Wiedemann syndrome;Short QT syndrome type 2;Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|not specified|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_008,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3144,"Long QT syndrome 1|Congenital long QT syndrome|not provided|Long QT syndrome|Atrial fibrillation, familial, 3;Beckwith-Wiedemann syndrome;Short QT syndrome type 2;Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|not specified|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_008,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3144,"Long QT syndrome 1|Congenital long QT syndrome|not provided|Long QT syndrome|Atrial fibrillation, familial, 3;Beckwith-Wiedemann syndrome;Short QT syndrome type 2;Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|not specified|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_008,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3144,"Long QT syndrome 1|Congenital long QT syndrome|not provided|Long QT syndrome|Atrial fibrillation, familial, 3;Beckwith-Wiedemann syndrome;Short QT syndrome type 2;Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|not specified|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_008,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNQ1,3144,"Long QT syndrome 1|Congenital long QT syndrome|not provided|Long QT syndrome|Atrial fibrillation, familial, 3;Beckwith-Wiedemann syndrome;Short QT syndrome type 2;Long QT syndrome 1;Jervell and Lange-Nielsen syndrome 1|not specified|Cardiovascular phenotype|Cardiac arrhythmia","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_009,SADS_CPVT_priority_addendum,cardiomyopathy,CAV3;SSUH2,8283,"Elevated circulating creatine kinase concentration|Rippling muscle disease 2|Distal myopathy, Tateyama type|not provided|Long QT syndrome|Distal myopathy, Tateyama type;Rippling muscle disease 2;Hypertrophic cardiomyopathy 1;Long QT syndrome 9;Elevated circulating creatine kinase concentration","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_009,SADS_CPVT_priority_addendum,cardiomyopathy,CAV3;SSUH2,8283,"Elevated circulating creatine kinase concentration|Rippling muscle disease 2|Distal myopathy, Tateyama type|not provided|Long QT syndrome|Distal myopathy, Tateyama type;Rippling muscle disease 2;Hypertrophic cardiomyopathy 1;Long QT syndrome 9;Elevated circulating creatine kinase concentration","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_009,SADS_CPVT_priority_addendum,cardiomyopathy,CAV3;SSUH2,8283,"Elevated circulating creatine kinase concentration|Rippling muscle disease 2|Distal myopathy, Tateyama type|not provided|Long QT syndrome|Distal myopathy, Tateyama type;Rippling muscle disease 2;Hypertrophic cardiomyopathy 1;Long QT syndrome 9;Elevated circulating creatine kinase concentration","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_009,SADS_CPVT_priority_addendum,cardiomyopathy,CAV3;SSUH2,8283,"Elevated circulating creatine kinase concentration|Rippling muscle disease 2|Distal myopathy, Tateyama type|not provided|Long QT syndrome|Distal myopathy, Tateyama type;Rippling muscle disease 2;Hypertrophic cardiomyopathy 1;Long QT syndrome 9;Elevated circulating creatine kinase concentration","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_009,SADS_CPVT_priority_addendum,cardiomyopathy,CAV3;SSUH2,8283,"Elevated circulating creatine kinase concentration|Rippling muscle disease 2|Distal myopathy, Tateyama type|not provided|Long QT syndrome|Distal myopathy, Tateyama type;Rippling muscle disease 2;Hypertrophic cardiomyopathy 1;Long QT syndrome 9;Elevated circulating creatine kinase concentration","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_010,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8919,"Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype|Andersen Tawil syndrome;Atrial fibrillation, familial, 9;Short QT syndrome type 3","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_010,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8919,"Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype|Andersen Tawil syndrome;Atrial fibrillation, familial, 9;Short QT syndrome type 3","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_010,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8919,"Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype|Andersen Tawil syndrome;Atrial fibrillation, familial, 9;Short QT syndrome type 3","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_010,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8919,"Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype|Andersen Tawil syndrome;Atrial fibrillation, familial, 9;Short QT syndrome type 3","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R5,inherited_arrhythmia,SADS_PRIORITY_010,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8919,"Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype|Andersen Tawil syndrome;Atrial fibrillation, familial, 9;Short QT syndrome type 3","SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R1,inherited_arrhythmia,SADS_PRIORITY_011,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8920,Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R2,inherited_arrhythmia,SADS_PRIORITY_011,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8920,Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R3,inherited_arrhythmia,SADS_PRIORITY_011,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8920,Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
ARR_R4,inherited_arrhythmia,SADS_PRIORITY_011,SADS_CPVT_priority_addendum,inherited_arrhythmia,KCNJ2,8920,Andersen Tawil syndrome|Congenital long QT syndrome|not provided|Andersen Tawil syndrome;Short QT syndrome type 3|Cardiovascular phenotype,"SADS, molecular autopsy, family-risk, genotype-first, or trigger-dependent reuse context",Does the assertion require postmortem/family-risk/PRF context before deterministic reuse?,True,True,,,,,,,,,
