reviewer_id,reviewer_domain,blinded_case_id,assignment_type,case_domain,gene,variant_identifier,baseline_condition_label,target_context,primary_expert_endpoint_question,arrhythmia_high_value_gene,sads_cpvt_priority,portable_without_additional_interpretation,confidence_1_to_5,requires_disease_specific_review,requires_population_or_penetrance_context,requires_genotype_first_or_trigger_context,not_adjudicable,not_adjudicable_reason,short_rationale,review_minutes
HC_R2,hereditary_cancer,CABCASE_DD544E5E7B,core_400_casebook,hereditary_cancer,CDH1,CANCER_1522673,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_DD544E5E7B,core_400_casebook,hereditary_cancer,CDH1,CANCER_1522673,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_5AA963BDFA,core_400_casebook,hereditary_cancer,BMPR1A,CANCER_978679,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_5AA963BDFA,core_400_casebook,hereditary_cancer,BMPR1A,CANCER_978679,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_5AA963BDFA,core_400_casebook,hereditary_cancer,BMPR1A,CANCER_978679,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_F5C6EB77EF,core_400_casebook,hereditary_cancer,PTEN,CANCER_625592,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_F5C6EB77EF,core_400_casebook,hereditary_cancer,PTEN,CANCER_625592,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_F5C6EB77EF,core_400_casebook,hereditary_cancer,PTEN,CANCER_625592,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_A9BD165D8D,core_400_casebook,hereditary_cancer,APC,CANCER_971037,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_A9BD165D8D,core_400_casebook,hereditary_cancer,APC,CANCER_971037,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_A9BD165D8D,core_400_casebook,hereditary_cancer,APC,CANCER_971037,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_C75C3AE975,core_400_casebook,hereditary_cancer,APC,CANCER_1012192,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_C75C3AE975,core_400_casebook,hereditary_cancer,APC,CANCER_1012192,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_C75C3AE975,core_400_casebook,hereditary_cancer,APC,CANCER_1012192,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_9E84C78DD2,core_400_casebook,hereditary_cancer,MLH1,CANCER_89799,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_9E84C78DD2,core_400_casebook,hereditary_cancer,MLH1,CANCER_89799,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_9E84C78DD2,core_400_casebook,hereditary_cancer,MLH1,CANCER_89799,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_3FE04E8F91,core_400_casebook,hereditary_cancer,PALB2,CANCER_126644,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_3FE04E8F91,core_400_casebook,hereditary_cancer,PALB2,CANCER_126644,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_3FE04E8F91,core_400_casebook,hereditary_cancer,PALB2,CANCER_126644,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_3AC41252CA,core_400_casebook,hereditary_cancer,MSH6,CANCER_831701,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_3AC41252CA,core_400_casebook,hereditary_cancer,MSH6,CANCER_831701,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_3AC41252CA,core_400_casebook,hereditary_cancer,MSH6,CANCER_831701,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_6C3974AE63,core_400_casebook,hereditary_cancer,CHEK2,CANCER_232547,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_6C3974AE63,core_400_casebook,hereditary_cancer,CHEK2,CANCER_232547,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_6C3974AE63,core_400_casebook,hereditary_cancer,CHEK2,CANCER_232547,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_2919B74687,core_400_casebook,hereditary_cancer,ATM,CANCER_662776,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_2919B74687,core_400_casebook,hereditary_cancer,ATM,CANCER_662776,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_2919B74687,core_400_casebook,hereditary_cancer,ATM,CANCER_662776,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_FDE6EF6182,core_400_casebook,hereditary_cancer,MSH2,CANCER_984390,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_FDE6EF6182,core_400_casebook,hereditary_cancer,MSH2,CANCER_984390,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_FDE6EF6182,core_400_casebook,hereditary_cancer,MSH2,CANCER_984390,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_8F93D69671,core_400_casebook,hereditary_cancer,PALB2,CANCER_657303,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_8F93D69671,core_400_casebook,hereditary_cancer,PALB2,CANCER_657303,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_8F93D69671,core_400_casebook,hereditary_cancer,PALB2,CANCER_657303,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_CD7292F75D,core_400_casebook,hereditary_cancer,STK11,CANCER_845797,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_CD7292F75D,core_400_casebook,hereditary_cancer,STK11,CANCER_845797,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_CD7292F75D,core_400_casebook,hereditary_cancer,STK11,CANCER_845797,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_DC5F1FDE18,core_400_casebook,hereditary_cancer,ATM,CANCER_1323665,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_DC5F1FDE18,core_400_casebook,hereditary_cancer,ATM,CANCER_1323665,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_DC5F1FDE18,core_400_casebook,hereditary_cancer,ATM,CANCER_1323665,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_8131FD8D56,core_400_casebook,hereditary_cancer,CHEK2,CANCER_959858,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_8131FD8D56,core_400_casebook,hereditary_cancer,CHEK2,CANCER_959858,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_8131FD8D56,core_400_casebook,hereditary_cancer,CHEK2,CANCER_959858,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_8CA352B7F3,core_400_casebook,hereditary_cancer,ATM,CANCER_1455576,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_8CA352B7F3,core_400_casebook,hereditary_cancer,ATM,CANCER_1455576,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_8CA352B7F3,core_400_casebook,hereditary_cancer,ATM,CANCER_1455576,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
CM_R1,cardiomyopathy,CABCASE_CE982E16C8,core_400_casebook,cardiomyopathy,MYH7,CM_217473,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
CM_R2,cardiomyopathy,CABCASE_CE982E16C8,core_400_casebook,cardiomyopathy,MYH7,CM_217473,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
CM_R3,cardiomyopathy,CABCASE_CE982E16C8,core_400_casebook,cardiomyopathy,MYH7,CM_217473,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_2A75CEF185,core_400_casebook,hereditary_cancer,STK11,CANCER_654771,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_2A75CEF185,core_400_casebook,hereditary_cancer,STK11,CANCER_654771,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_2A75CEF185,core_400_casebook,hereditary_cancer,STK11,CANCER_654771,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
CM_R1,cardiomyopathy,CABCASE_11A6FAE7AC,core_400_casebook,cardiomyopathy,MYH7,CM_454357,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
CM_R2,cardiomyopathy,CABCASE_11A6FAE7AC,core_400_casebook,cardiomyopathy,MYH7,CM_454357,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
CM_R3,cardiomyopathy,CABCASE_11A6FAE7AC,core_400_casebook,cardiomyopathy,MYH7,CM_454357,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_0D9C98BCC3,core_400_casebook,hereditary_cancer,PTEN,CANCER_1458151,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_0D9C98BCC3,core_400_casebook,hereditary_cancer,PTEN,CANCER_1458151,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_0D9C98BCC3,core_400_casebook,hereditary_cancer,PTEN,CANCER_1458151,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_8038C25E7D,core_400_casebook,hereditary_cancer,APC,CANCER_583455,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_8038C25E7D,core_400_casebook,hereditary_cancer,APC,CANCER_583455,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_8038C25E7D,core_400_casebook,hereditary_cancer,APC,CANCER_583455,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_5192A6A982,core_400_casebook,hereditary_cancer,PMS2,CANCER_856141,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_5192A6A982,core_400_casebook,hereditary_cancer,PMS2,CANCER_856141,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_5192A6A982,core_400_casebook,hereditary_cancer,PMS2,CANCER_856141,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_7590A136AD,core_400_casebook,hereditary_cancer,MLH1,CANCER_89935,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_7590A136AD,core_400_casebook,hereditary_cancer,MLH1,CANCER_89935,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_7590A136AD,core_400_casebook,hereditary_cancer,MLH1,CANCER_89935,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_92C314C440,core_400_casebook,hereditary_cancer,PALB2,CANCER_225847,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_92C314C440,core_400_casebook,hereditary_cancer,PALB2,CANCER_225847,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_92C314C440,core_400_casebook,hereditary_cancer,PALB2,CANCER_225847,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_AB30159B85,core_400_casebook,hereditary_cancer,ATM,CANCER_833015,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_AB30159B85,core_400_casebook,hereditary_cancer,ATM,CANCER_833015,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_AB30159B85,core_400_casebook,hereditary_cancer,ATM,CANCER_833015,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_54FB2B7F8E,core_400_casebook,hereditary_cancer,MSH6,CANCER_455290,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_54FB2B7F8E,core_400_casebook,hereditary_cancer,MSH6,CANCER_455290,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_54FB2B7F8E,core_400_casebook,hereditary_cancer,MSH6,CANCER_455290,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_8FDEFF6791,core_400_casebook,hereditary_cancer,PALB2,CANCER_1698671,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_8FDEFF6791,core_400_casebook,hereditary_cancer,PALB2,CANCER_1698671,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_8FDEFF6791,core_400_casebook,hereditary_cancer,PALB2,CANCER_1698671,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_0BE2A5359A,core_400_casebook,hereditary_cancer,PMS2,CANCER_1395121,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_0BE2A5359A,core_400_casebook,hereditary_cancer,PMS2,CANCER_1395121,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R3,hereditary_cancer,CABCASE_0BE2A5359A,core_400_casebook,hereditary_cancer,PMS2,CANCER_1395121,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R1,hereditary_cancer,CABCASE_AF88FE90C3,core_400_casebook,hereditary_cancer,PALB2,CANCER_644238,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
HC_R2,hereditary_cancer,CABCASE_AF88FE90C3,core_400_casebook,hereditary_cancer,PALB2,CANCER_644238,,direct reuse in the stated baseline disease context,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,,,,,,,,,
