assertion_id,future_condition_label_drift,future_classification_change,future_cross_environment_drift,future_any_meaning_drift
ARR_1746831,1,0,0,1
ARR_408869,1,0,0,1
ARR_430060,0,0,0,0
ARR_1208780,0,0,0,0
ARR_857501,0,0,0,0
ARR_1068919,1,0,0,1
ARR_519280,1,0,0,1
ARR_1802180,0,0,0,0
ARR_1787905,0,0,0,0
ARR_1306529,0,0,0,0
ARR_864600,0,0,0,0
ARR_532312,1,0,0,1
ARR_1074305,1,0,0,1
ARR_917819,1,0,0,1
ARR_519537,1,0,0,1
ARR_837649,0,0,0,0
ARR_656121,1,0,0,1
ARR_523933,0,0,0,0
ARR_449221,1,0,0,1
ARR_1332487,0,0,0,0
ARR_858435,1,0,0,1
ARR_411734,0,0,0,0
ARR_1327132,1,0,0,1
ARR_1677487,0,0,0,0
ARR_570614,0,0,0,0
ARR_1342783,0,0,0,0
ARR_405341,0,0,0,0
ARR_418689,0,0,0,0
ARR_810745,0,0,0,0
ARR_503760,0,0,0,0
ARR_1457672,1,0,0,1
ARR_635221,0,0,0,0
ARR_405258,0,0,0,0
ARR_1382290,0,0,0,0
ARR_1070517,0,0,0,0
ARR_653333,0,0,0,0
ARR_638156,0,0,0,0
ARR_523705,1,0,0,1
ARR_418247,0,0,0,0
ARR_1254662,1,0,0,1
ARR_1334090,0,0,0,0
ARR_1455253,1,0,0,1
ARR_1425730,1,0,0,1
ARR_427947,1,0,0,1
ARR_654552,1,0,0,1
ARR_419715,0,0,0,0
ARR_463523,0,0,0,0
ARR_571947,1,0,0,1
ARR_406420,1,0,0,1
ARR_1033372,0,0,0,0
ARR_372376,0,0,0,0
ARR_372313,0,0,0,0
ARR_1739478,1,0,0,1
ARR_488772,1,0,0,1
ARR_463294,1,0,0,1
ARR_985692,1,0,0,1
ARR_927383,0,0,0,0
ARR_1743359,0,0,0,0
ARR_1072847,1,0,0,1
ARR_1208559,0,0,0,0
ARR_573008,0,0,0,0
ARR_519257,0,0,0,0
ARR_519533,1,0,0,1
ARR_1784131,1,0,0,1
ARR_1527872,0,0,0,0
ARR_1009997,1,0,0,1
ARR_1791538,0,0,0,0
ARR_1415094,0,0,0,0
ARR_809661,1,0,0,1
ARR_638351,0,0,0,0
ARR_970883,1,0,0,1
ARR_1504964,0,0,0,0
ARR_1405357,0,0,0,0
ARR_519476,0,0,0,0
ARR_1076382,1,0,0,1
ARR_1489978,0,0,0,0
ARR_965523,0,0,0,0
ARR_933168,0,0,0,0
ARR_869440,0,0,0,0
ARR_663623,0,0,0,0
ARR_637975,0,0,0,0
ARR_488859,0,0,0,0
ARR_488698,0,0,0,0
ARR_431053,0,0,0,0
ARR_375455,1,0,0,1
ARR_1792370,0,0,0,0
ARR_1728012,0,0,0,0
ARR_1466419,0,0,0,0
ARR_1197726,0,0,0,0
ARR_1171507,0,0,0,0
ARR_1066606,0,0,0,0
ARR_560686,0,0,0,0
ARR_373026,0,0,0,0
ARR_1684121,0,0,0,0
ARR_1375303,1,0,0,1
ARR_979202,0,0,0,0
ARR_858096,1,0,0,1
ARR_547163,1,0,0,1
ARR_1804987,0,0,0,0
ARR_1678118,0,0,0,0
ARR_1480581,1,0,0,1
ARR_1439521,1,0,0,1
ARR_1328938,0,0,0,0
ARR_1035886,0,0,0,0
ARR_1021015,1,0,0,1
ARR_869430,0,0,0,0
ARR_656670,1,0,0,1
ARR_581079,1,0,0,1
ARR_572162,1,0,0,1
ARR_463600,1,0,0,1
ARR_404183,1,0,0,1
ARR_1457736,1,0,0,1
ARR_1799347,0,0,0,0
ARR_1517713,1,0,0,1
ARR_1467722,0,0,0,0
ARR_1707563,1,0,0,1
ARR_1218634,0,0,0,0
ARR_1802109,0,0,0,0
ARR_1786030,1,0,0,1
ARR_1778018,1,0,0,1
ARR_1771701,1,0,0,1
ARR_1769838,0,0,0,0
ARR_1723453,0,0,0,0
ARR_1711271,0,0,0,0
ARR_1709048,0,0,0,0
ARR_1708065,0,0,0,0
ARR_1522663,0,0,0,0
ARR_1500718,1,0,0,1
ARR_1500707,0,0,0,0
ARR_1493047,0,0,0,0
ARR_1488375,0,0,0,0
ARR_1457098,0,0,0,0
ARR_1454915,0,0,0,0
ARR_1454509,0,0,0,0
ARR_1454382,1,0,0,1
ARR_1452627,1,0,0,1
ARR_1451451,1,0,0,1
ARR_1449449,0,0,0,0
ARR_1445000,0,0,0,0
ARR_1439097,0,0,0,0
ARR_1438413,0,0,0,0
ARR_1437397,0,0,0,0
ARR_1426804,1,0,0,1
ARR_1416082,0,0,0,0
ARR_1414164,1,0,0,1
ARR_1411474,0,0,0,0
ARR_1384067,1,0,0,1
ARR_1350731,1,0,0,1
ARR_1343361,0,0,0,0
ARR_1342782,1,0,0,1
ARR_1342708,1,0,0,1
ARR_1331817,0,0,0,0
ARR_1212402,0,0,0,0
ARR_1185948,1,0,0,1
ARR_1179766,0,0,0,0
ARR_1171410,1,0,0,1
ARR_1076090,0,0,0,0
ARR_1075209,0,0,0,0
ARR_1074347,0,0,0,0
ARR_1072801,0,0,0,0
ARR_1069232,1,0,0,1
ARR_1067022,0,0,0,0
ARR_1066272,1,0,0,1
ARR_1056776,0,0,0,0
ARR_1038475,0,0,0,0
ARR_1037124,0,0,0,0
ARR_1018501,0,0,0,0
ARR_1004846,0,0,0,0
ARR_992394,1,0,0,1
ARR_983505,0,0,0,0
ARR_983047,0,0,0,0
ARR_983022,1,0,0,1
ARR_977320,0,0,0,0
ARR_977170,0,0,0,0
ARR_966649,0,0,0,0
ARR_960695,0,0,0,0
ARR_956049,0,0,0,0
ARR_939724,1,0,0,1
ARR_930315,0,0,0,0
ARR_926196,0,0,0,0
ARR_925351,0,0,0,0
ARR_922607,0,0,0,0
ARR_919956,0,0,0,0
ARR_869436,0,0,0,0
ARR_869435,0,0,0,0
ARR_869434,0,0,0,0
ARR_869433,0,0,0,0
ARR_861314,0,0,0,0
ARR_855976,0,0,0,0
ARR_844409,0,0,0,0
ARR_842276,1,0,0,1
ARR_817323,0,0,0,0
ARR_817016,0,0,0,0
ARR_812675,1,0,0,1
ARR_684802,0,0,0,0
ARR_684787,1,0,0,1
ARR_667007,1,0,0,1
ARR_665471,1,0,0,1
ARR_660595,0,0,0,0
ARR_651458,0,0,0,0
ARR_641597,0,0,0,0
ARR_620198,1,0,0,1
ARR_620103,0,0,0,0
ARR_587644,0,0,0,0
ARR_582668,0,0,0,0
ARR_581345,0,0,0,0
ARR_581004,0,0,0,0
ARR_576205,0,0,0,0
ARR_573523,1,0,0,1
ARR_570590,0,0,0,0
ARR_570319,0,0,0,0
ARR_560649,0,0,0,0
ARR_560359,1,0,0,1
ARR_526930,0,0,0,0
ARR_523769,0,0,0,0
ARR_522585,0,0,0,0
ARR_519369,0,0,0,0
ARR_519357,0,0,0,0
ARR_517664,0,0,0,0
ARR_496690,0,0,0,0
ARR_489011,0,0,0,0
ARR_456869,0,0,0,0
ARR_449302,1,0,0,1
ARR_449283,1,0,0,1
ARR_448975,0,0,0,0
ARR_438610,0,0,0,0
ARR_432149,0,0,0,0
ARR_431370,0,0,0,0
ARR_430941,0,0,0,0
ARR_421737,0,0,0,0
ARR_420658,0,0,0,0
ARR_420529,0,0,0,0
ARR_419579,0,0,0,0
ARR_405268,1,0,0,1
ARR_405264,0,0,0,0
ARR_405263,0,0,0,0
ARR_405262,1,0,0,1
ARR_405261,0,0,0,0
ARR_405255,0,0,0,0
ARR_405254,0,0,0,0
ARR_405253,0,0,0,0
ARR_379504,1,0,0,1
ARR_372568,0,0,0,0
ARR_1805233,0,0,0,0
ARR_1804945,1,0,0,1
ARR_1799488,0,0,0,0
ARR_1797445,1,0,0,1
ARR_1797337,1,0,0,1
ARR_1795706,1,0,0,1
ARR_1795334,0,0,0,0
ARR_1795320,0,0,0,0
ARR_1795256,1,0,0,1
ARR_1794263,0,0,0,0
ARR_1793177,0,0,0,0
ARR_1790360,0,0,0,0
ARR_1789092,0,0,0,0
ARR_1786650,1,0,0,1
ARR_1785054,0,0,0,0
ARR_1783287,1,0,0,1
ARR_1779222,0,0,0,0
ARR_1777473,0,0,0,0
ARR_1771379,0,0,0,0
ARR_1766052,0,0,0,0
ARR_1765131,0,0,0,0
ARR_1764714,0,0,0,0
ARR_1762927,0,0,0,0
ARR_1758500,0,0,0,0
ARR_1748411,0,0,0,0
ARR_1742104,0,0,0,0
ARR_1742024,1,0,0,1
ARR_1736686,0,0,0,0
ARR_1727478,0,0,0,0
ARR_1713142,0,0,0,0
ARR_1711664,0,0,0,0
ARR_1711663,1,0,0,1
ARR_1701539,0,0,0,0
ARR_1698966,0,0,0,0
ARR_1683771,0,0,0,0
ARR_1683770,0,0,0,0
ARR_1676088,0,0,0,0
ARR_1675096,0,0,0,0
ARR_1527874,0,0,0,0
ARR_1527873,0,0,0,0
ARR_1524546,0,0,0,0
ARR_1521307,0,0,0,0
ARR_1499958,0,0,0,0
ARR_1488212,0,0,0,0
ARR_1473108,0,0,0,0
ARR_1467197,0,0,0,0
ARR_1458718,1,0,0,1
ARR_1458716,0,0,0,0
ARR_1457690,0,0,0,0
ARR_1456278,0,0,0,0
ARR_1456173,0,0,0,0
ARR_1455507,0,0,0,0
ARR_1455493,0,0,0,0
ARR_1453664,0,0,0,0
ARR_1452777,0,0,0,0
ARR_1452601,0,0,0,0
ARR_1452025,0,0,0,0
ARR_1439179,0,0,0,0
ARR_1434518,0,0,0,0
ARR_1424837,0,0,0,0
ARR_1422891,0,0,0,0
ARR_1414553,1,0,0,1
ARR_1410227,0,0,0,0
ARR_1406991,0,0,0,0
ARR_1398420,0,0,0,0
ARR_1397577,1,0,0,1
ARR_1338861,0,0,0,0
ARR_1335697,0,0,0,0
ARR_1334904,1,0,0,1
ARR_1331098,1,0,0,1
ARR_1323136,0,0,0,0
ARR_1284270,0,0,0,0
ARR_1219815,1,0,0,1
ARR_1215035,0,0,0,0
ARR_1213540,0,0,0,0
ARR_1211558,1,0,0,1
ARR_1202184,0,0,0,0
ARR_1201653,0,0,0,0
ARR_1191999,0,0,0,0
ARR_1189275,1,0,0,1
ARR_1178326,0,0,0,0
ARR_1163877,0,0,0,0
ARR_1098796,0,0,0,0
ARR_1076538,0,0,0,0
ARR_1076264,0,0,0,0
ARR_1074304,1,0,0,1
ARR_1073738,0,0,0,0
ARR_1072804,0,0,0,0
ARR_1072580,0,0,0,0
ARR_1072040,0,0,0,0
ARR_1070567,0,0,0,0
ARR_1070541,0,0,0,0
ARR_1070208,0,0,0,0
ARR_1069329,0,0,0,0
ARR_1069284,0,0,0,0
ARR_1068978,0,0,0,0
ARR_1066309,0,0,0,0
ARR_1064627,0,0,0,0
ARR_1064605,0,0,0,0
ARR_1058879,0,0,0,0
ARR_1001814,0,0,0,0
ARR_992792,1,0,0,1
ARR_983076,0,0,0,0
ARR_979201,0,0,0,0
ARR_977169,1,0,0,1
ARR_977166,0,0,0,0
ARR_972695,0,0,0,0
ARR_972694,0,0,0,0
ARR_968402,1,0,0,1
ARR_960485,0,0,0,0
ARR_958799,0,0,0,0
ARR_956361,0,0,0,0
ARR_955885,0,0,0,0
ARR_949692,0,0,0,0
ARR_947666,0,0,0,0
ARR_943648,0,0,0,0
ARR_943351,0,0,0,0
ARR_943187,0,0,0,0
ARR_941189,0,0,0,0
ARR_939419,0,0,0,0
ARR_937320,0,0,0,0
ARR_937182,0,0,0,0
ARR_936138,0,0,0,0
ARR_934348,0,0,0,0
ARR_928528,1,0,0,1
ARR_871784,0,0,0,0
ARR_869439,0,0,0,0
ARR_869431,0,0,0,0
ARR_863419,0,0,0,0
ARR_858246,0,0,0,0
ARR_853484,0,0,0,0
ARR_851169,1,0,0,1
ARR_850821,0,0,0,0
ARR_846538,0,0,0,0
ARR_835590,0,0,0,0
ARR_818076,0,0,0,0
ARR_817961,0,0,0,0
ARR_817602,0,0,0,0
ARR_811073,0,0,0,0
ARR_695023,0,0,0,0
ARR_692260,0,0,0,0
ARR_692259,0,0,0,0
ARR_692257,0,0,0,0
ARR_667408,0,0,0,0
ARR_663923,0,0,0,0
ARR_663471,0,0,0,0
ARR_660047,0,0,0,0
ARR_657779,0,0,0,0
ARR_652241,0,0,0,0
ARR_648088,0,0,0,0
ARR_645394,0,0,0,0
ARR_641517,0,0,0,0
ARR_640022,0,0,0,0
ARR_637977,1,0,0,1
ARR_632866,0,0,0,0
ARR_620172,1,0,0,1
ARR_620154,0,0,0,0
ARR_618184,0,0,0,0
ARR_598783,1,0,0,1
ARR_582292,0,0,0,0
ARR_581669,0,0,0,0
ARR_579489,0,0,0,0
ARR_572344,0,0,0,0
ARR_570715,0,0,0,0
ARR_570494,0,0,0,0
ARR_568003,0,0,0,0
ARR_565724,0,0,0,0
ARR_560696,0,0,0,0
ARR_545950,0,0,0,0
ARR_526969,0,0,0,0
ARR_526968,0,0,0,0
ARR_526939,0,0,0,0
ARR_526932,0,0,0,0
ARR_526925,0,0,0,0
ARR_526908,0,0,0,0
ARR_524038,0,0,0,0
ARR_523953,0,0,0,0
ARR_523712,1,0,0,1
ARR_523697,0,0,0,0
ARR_520423,0,0,0,0
ARR_519551,0,0,0,0
ARR_519524,1,0,0,1
ARR_519509,1,0,0,1
ARR_519501,0,0,0,0
ARR_519473,0,0,0,0
ARR_519399,0,0,0,0
ARR_519378,1,0,0,1
ARR_519348,0,0,0,0
ARR_519330,0,0,0,0
ARR_519329,0,0,0,0
ARR_519327,0,0,0,0
ARR_519255,0,0,0,0
ARR_519237,0,0,0,0
ARR_519234,1,0,0,1
ARR_519217,0,0,0,0
ARR_519204,1,0,0,1
ARR_503778,0,0,0,0
ARR_503735,0,0,0,0
ARR_503674,0,0,0,0
ARR_503672,0,0,0,0
ARR_503659,1,0,0,1
ARR_495746,0,0,0,0
ARR_489342,0,0,0,0
ARR_488895,0,0,0,0
ARR_488692,0,0,0,0
ARR_456935,0,0,0,0
ARR_456921,0,0,0,0
ARR_456919,0,0,0,0
ARR_456918,0,0,0,0
ARR_456904,0,0,0,0
ARR_456903,0,0,0,0
ARR_456902,0,0,0,0
ARR_456901,0,0,0,0
ARR_456886,0,0,0,0
ARR_456876,0,0,0,0
ARR_446417,0,0,0,0
ARR_439845,1,0,0,1
ARR_431374,0,0,0,0
ARR_431036,0,0,0,0
ARR_430730,0,0,0,0
ARR_427945,0,0,0,0
ARR_427944,0,0,0,0
ARR_427076,0,0,0,0
ARR_426429,1,0,0,1
ARR_423753,0,0,0,0
ARR_423696,0,0,0,0
ARR_423015,0,0,0,0
ARR_421672,0,0,0,0
ARR_420923,1,0,0,1
ARR_420585,0,0,0,0
ARR_420260,0,0,0,0
ARR_419410,0,0,0,0
ARR_419379,0,0,0,0
ARR_419311,0,0,0,0
ARR_418919,0,0,0,0
ARR_418815,0,0,0,0
ARR_418787,1,0,0,1
ARR_418670,0,0,0,0
ARR_418597,0,0,0,0
ARR_405358,0,0,0,0
ARR_405355,1,0,0,1
ARR_405345,0,0,0,0
ARR_405342,0,0,0,0
ARR_392690,0,0,0,0
ARR_392341,0,0,0,0
ARR_391858,0,0,0,0
ARR_387850,0,0,0,0
ARR_379451,0,0,0,0
ARR_379293,0,0,0,0
ARR_372942,0,0,0,0
ARR_372589,0,0,0,0
ARR_372571,1,0,0,1
ARR_372378,1,0,0,1
ARR_372377,1,0,0,1
ARR_1803812,0,0,0,0
ARR_1798592,0,0,0,0
ARR_1795999,0,0,0,0
ARR_1792542,0,0,0,0
ARR_1788496,1,0,0,1
ARR_1777850,0,0,0,0
ARR_1773144,0,0,0,0
ARR_1767167,1,0,0,1
ARR_1755450,0,0,0,0
ARR_1737836,1,0,0,1
ARR_1733997,1,0,0,1
ARR_1730458,0,0,0,0
ARR_1729777,0,0,0,0
ARR_1691761,1,0,0,1
ARR_1691220,0,0,0,0
ARR_1678156,0,0,0,0
ARR_1678123,0,0,0,0
ARR_1527869,0,0,0,0
ARR_1521971,1,0,0,1
ARR_1510225,1,0,0,1
ARR_1502792,1,0,0,1
ARR_1502060,1,0,0,1
ARR_1460043,1,0,0,1
ARR_1458577,1,0,0,1
ARR_1458575,1,0,0,1
ARR_1455926,1,0,0,1
ARR_1455755,1,0,0,1
ARR_1455694,1,0,0,1
ARR_1454071,1,0,0,1
ARR_1452285,1,0,0,1
ARR_1451878,1,0,0,1
ARR_1449654,1,0,0,1
ARR_1434817,1,0,0,1
ARR_1408176,1,0,0,1
ARR_1406093,1,0,0,1
ARR_1392890,1,0,0,1
ARR_1386100,1,0,0,1
ARR_1374462,1,0,0,1
ARR_1361908,1,0,0,1
ARR_1348900,1,0,0,1
ARR_1345786,1,0,0,1
ARR_1326912,1,0,0,1
ARR_1326908,1,0,0,1
ARR_1326907,0,0,0,0
ARR_1299249,0,0,0,0
ARR_1285130,0,0,0,0
ARR_1188516,1,0,0,1
ARR_1187556,0,0,0,0
ARR_1185878,1,0,0,1
ARR_1184975,0,0,0,0
ARR_1076640,1,0,0,1
ARR_1076635,1,0,0,1
ARR_1076515,1,0,0,1
ARR_1076513,1,0,0,1
ARR_1075437,1,0,0,1
ARR_1073809,1,0,0,1
ARR_1073629,1,0,0,1
ARR_1072446,1,0,0,1
ARR_1071777,1,0,0,1
ARR_1069115,1,0,0,1
ARR_1068181,1,0,0,1
ARR_1067586,1,0,0,1
ARR_1066010,1,0,0,1
ARR_1012143,1,0,0,1
ARR_988404,0,0,0,0
ARR_987436,0,0,0,0
ARR_984516,0,0,0,0
ARR_984492,0,0,0,0
ARR_979203,0,0,0,0
ARR_979075,0,0,0,0
ARR_978725,0,0,0,0
ARR_972696,0,0,0,0
ARR_972691,0,0,0,0
ARR_970218,1,0,0,1
ARR_961103,0,0,0,0
ARR_956404,1,0,0,1
ARR_952177,1,0,0,1
ARR_944678,1,0,0,1
ARR_942054,1,0,0,1
ARR_940929,1,0,0,1
ARR_937538,1,0,0,1
ARR_936474,1,0,0,1
ARR_928434,1,0,0,1
ARR_927104,0,0,0,0
ARR_927012,1,0,0,1
ARR_917995,0,0,0,0
ARR_863801,0,0,0,0
ARR_858385,1,0,0,1
ARR_856890,1,0,0,1
ARR_853346,1,0,0,1
ARR_851951,1,0,0,1
ARR_851217,1,0,0,1
ARR_850294,1,0,0,1
ARR_848941,1,0,0,1
ARR_848007,0,0,0,0
ARR_847226,1,0,0,1
ARR_845474,1,0,0,1
ARR_844438,1,0,0,1
ARR_830371,0,0,0,0
ARR_817608,0,0,0,0
ARR_811838,1,0,0,1
ARR_801959,0,0,0,0
ARR_691966,1,0,0,1
ARR_691705,0,0,0,0
ARR_689494,0,0,0,0
ARR_667016,0,0,0,0
ARR_660776,1,0,0,1
ARR_654856,1,0,0,1
ARR_641344,1,0,0,1
ARR_637991,0,0,0,0
ARR_637989,0,0,0,0
ARR_633410,0,0,0,0
ARR_632980,1,0,0,1
ARR_598785,0,0,0,0
ARR_598784,0,0,0,0
ARR_583354,1,0,0,1
ARR_582177,1,0,0,1
ARR_581866,1,0,0,1
ARR_579734,1,0,0,1
ARR_572957,1,0,0,1
ARR_572252,1,0,0,1
ARR_572011,1,0,0,1
ARR_571408,1,0,0,1
ARR_560692,0,0,0,0
ARR_523568,0,0,0,0
ARR_520461,1,0,0,1
ARR_519554,1,0,0,1
ARR_519464,1,0,0,1
ARR_519460,0,0,0,0
ARR_519429,1,0,0,1
ARR_519384,1,0,0,1
ARR_505895,0,0,0,0
ARR_505834,1,0,0,1
ARR_496573,1,0,0,1
ARR_463332,1,0,0,1
ARR_463318,1,0,0,1
ARR_463308,1,0,0,1
ARR_463292,1,0,0,1
ARR_452184,1,0,0,1
ARR_448976,0,0,0,0
ARR_446418,0,0,0,0
ARR_432733,1,0,0,1
ARR_432148,0,0,0,0
ARR_431948,0,0,0,0
ARR_429979,1,0,0,1
ARR_426612,0,0,0,0
ARR_426254,0,0,0,0
ARR_423108,1,0,0,1
ARR_422443,1,0,0,1
ARR_421358,1,0,0,1
ARR_420342,1,0,0,1
ARR_419109,0,0,0,0
ARR_406440,1,0,0,1
ARR_406435,1,0,0,1
ARR_406434,1,0,0,1
ARR_406427,1,0,0,1
ARR_406426,1,0,0,1
ARR_406419,1,0,0,1
ARR_406418,1,0,0,1
ARR_406415,1,0,0,1
ARR_406396,1,0,0,1
ARR_403732,1,0,0,1
ARR_392337,1,0,0,1
ARR_389150,0,0,0,0
ARR_374130,0,0,0,0
ARR_1415503,0,0,0,0
ARR_1343372,1,0,0,1
ARR_1065921,1,0,0,1
ARR_812588,0,0,0,0
ARR_620398,1,0,0,1
ARR_527017,0,0,0,0
ARR_441101,1,0,0,1
ARR_1805497,0,0,0,0
ARR_1805396,0,0,0,0
ARR_1773663,0,0,0,0
ARR_1745086,0,0,0,0
ARR_1710227,0,0,0,0
ARR_1693182,0,0,0,0
ARR_1527876,0,0,0,0
ARR_1527868,0,0,0,0
ARR_1524904,1,0,0,1
ARR_1499030,1,0,0,1
ARR_1496297,1,0,0,1
ARR_1480185,1,0,0,1
ARR_1479669,1,0,0,1
ARR_1474443,1,0,0,1
ARR_1472640,1,0,0,1
ARR_1467901,1,0,0,1
ARR_1451617,1,0,0,1
ARR_1441921,1,0,0,1
ARR_1441891,1,0,0,1
ARR_1410932,1,0,0,1
ARR_1384586,1,0,0,1
ARR_1383749,1,0,0,1
ARR_1363823,1,0,0,1
ARR_1346560,1,0,0,1
ARR_1342890,0,0,0,0
ARR_1330215,0,0,0,0
ARR_1213111,0,0,0,0
ARR_1119951,1,0,0,1
ARR_1119950,0,0,0,0
ARR_1072928,1,0,0,1
ARR_1072597,1,0,0,1
ARR_1070571,1,0,0,1
ARR_1069130,1,0,0,1
ARR_1067931,1,0,0,1
ARR_1067138,1,0,0,1
ARR_1066599,1,0,0,1
ARR_1051501,1,0,0,1
ARR_1013805,1,0,0,1
ARR_1007679,1,0,0,1
ARR_982634,0,0,0,0
ARR_979205,0,0,0,0
ARR_979204,0,0,0,0
ARR_978366,0,0,0,0
ARR_957942,1,0,0,1
ARR_954202,1,0,0,1
ARR_947851,1,0,0,1
ARR_947702,1,0,0,1
ARR_940323,1,0,0,1
ARR_933804,1,0,0,1
ARR_931781,0,0,0,0
ARR_915531,0,0,0,0
ARR_870975,0,0,0,0
ARR_869428,0,0,0,0
ARR_861770,1,0,0,1
ARR_840374,1,0,0,1
ARR_692253,0,0,0,0
ARR_665174,1,0,0,1
ARR_656745,1,0,0,1
ARR_654791,1,0,0,1
ARR_654125,1,0,0,1
ARR_651491,1,0,0,1
ARR_649923,1,0,0,1
ARR_644207,1,0,0,1
ARR_637985,0,0,0,0
ARR_580536,1,0,0,1
ARR_578246,1,0,0,1
ARR_575682,1,0,0,1
ARR_575059,1,0,0,1
ARR_571532,1,0,0,1
ARR_570194,1,0,0,1
ARR_568135,1,0,0,1
ARR_566084,1,0,0,1
ARR_560709,0,0,0,0
ARR_532366,1,0,0,1
ARR_532324,1,0,0,1
ARR_520467,1,0,0,1
ARR_519356,0,0,0,0
ARR_463624,1,0,0,1
ARR_463608,1,0,0,1
ARR_463605,0,0,0,0
ARR_463579,1,0,0,1
ARR_463577,1,0,0,1
ARR_463549,1,0,0,1
ARR_452065,0,0,0,0
ARR_450836,0,0,0,0
ARR_449306,0,0,0,0
ARR_427948,0,0,0,0
ARR_427184,0,0,0,0
ARR_427164,1,0,0,1
ARR_423597,1,0,0,1
ARR_420865,0,0,0,0
ARR_418465,0,0,0,0
ARR_404218,1,0,0,1
ARR_404208,1,0,0,1
ARR_372588,0,0,0,0
ARR_372582,0,0,0,0
ARR_1793918,1,0,0,1
ARR_1324014,0,0,0,0
ARR_452250,1,0,0,1
ARR_1798674,1,0,0,1
ARR_1797791,0,0,0,0
ARR_1746830,1,0,0,1
ARR_1708485,0,0,0,0
ARR_1458047,1,0,0,1
ARR_463677,1,0,0,1
ARR_408740,1,0,0,1
ARR_408737,1,0,0,1
ARR_1362982,0,0,0,0
ARR_974613,0,0,0,0
ARR_974612,0,0,0,0
ARR_961658,0,0,0,0
ARR_948239,0,0,0,0
ARR_639902,0,0,0,0
ARR_542137,0,0,0,0
ARR_426161,1,0,0,1
ARR_418107,0,0,0,0
ARR_388500,0,0,0,0
ARR_384090,0,0,0,0
ARR_1456260,0,0,0,0
ARR_1398892,0,0,0,0
ARR_1327459,0,0,0,0
ARR_1067140,0,0,0,0
ARR_955533,0,0,0,0
ARR_812710,0,0,0,0
ARR_641544,1,0,0,1
ARR_576319,0,0,0,0
ARR_488476,0,0,0,0
ARR_448971,0,0,0,0
ARR_1358003,0,0,0,0
ARR_812678,0,0,0,0
ARR_812676,0,0,0,0
ARR_458198,0,0,0,0
ARR_409871,0,0,0,0
ARR_409870,1,0,0,1
ARR_389576,0,0,0,0
ARR_1729746,0,0,0,0
ARR_1695772,0,0,0,0
ARR_1678114,0,0,0,0
ARR_1678112,0,0,0,0
ARR_1483377,0,0,0,0
ARR_1334346,0,0,0,0
ARR_1317290,0,0,0,0
ARR_985758,1,0,0,1
ARR_985336,0,0,0,0
ARR_985206,0,0,0,0
ARR_954568,0,0,0,0
ARR_818077,0,0,0,0
ARR_1739158,0,0,0,0
ARR_1496231,0,0,0,0
ARR_995608,0,0,0,0
ARR_981438,0,0,0,0
ARR_960380,0,0,0,0
ARR_946743,0,0,0,0
ARR_858285,0,0,0,0
ARR_801410,0,0,0,0
ARR_689769,0,0,0,0
ARR_652820,0,0,0,0
ARR_569363,0,0,0,0
ARR_546134,0,0,0,0
ARR_523694,1,0,0,1
ARR_430545,0,0,0,0
ARR_429589,1,0,0,1
ARR_1697968,0,0,0,0
ARR_1675065,0,0,0,0
ARR_1359536,1,0,0,1
ARR_666148,0,0,0,0
