snapshot_date,file_available,source_url_or_path,file_type,md5_or_sha256,variant_summary_available,submission_summary_available,XML_available,notes
2017-09,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2017/variant_summary_2017-09.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2017-10,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2017/variant_summary_2017-10.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2017-11,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2017/variant_summary_2017-11.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2017-12,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2017/variant_summary_2017-12.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-01,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-01.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-02,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-02.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-03,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-03.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-04,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-04.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-05,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-05.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-06,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-06.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-07,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-07.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-08,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-08.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-09,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-09.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-10,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-10.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-11,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-11.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2018-12,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2018/variant_summary_2018-12.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-01,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-01.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-02,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-02.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-03,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-03.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-04,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-04.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-05,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-05.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-06,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-06.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-07,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-07.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-08,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-08.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-09,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-09.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-10,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-10.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-11,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-11.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2019-12,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2019/variant_summary_2019-12.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-01,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-01.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-02,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-02.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-03,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-03.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-04,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-04.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-05,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-05.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-06,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-06.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-07,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-07.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-08,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-08.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-09,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-09.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-10,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-10.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-11,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-11.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2020-12,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2020/variant_summary_2020-12.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-01,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-01.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-02,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-02.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-03,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-03.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-04,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-04.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-05,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-05.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-06,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-06.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-07,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-07.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-08,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-08.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-09,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-09.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-10,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-10.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-11,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-11.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2021-12,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2021/variant_summary_2021-12.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2022-01,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2022/variant_summary_2022-01.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2022-02,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2022/variant_summary_2022-02.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
2022-03,yes,https://ftp.ncbi.nlm.nih.gov/pub/clinvar/tab_delimited/archive/2022/variant_summary_2022-03.txt.gz,tab_delimited_variant_summary_txt_gz,remote_checksum_not_published_in_archive_index,yes,yes,no,Monthly archived ClinVar tab-delimited snapshot; use only as baseline for that origin. XML mirror not available in inspected archive.
