case_assertion_id,control_assertion_id,gene,domain,baseline_env,case_regime,control_regime,case_regime_empirical_risk,control_regime_empirical_risk,risk_difference
CANCER_1050772,CANCER_832077,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1065565,CANCER_837404,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066028,CANCER_490626,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066285,CANCER_1071640,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066298,CANCER_640005,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066347,CANCER_1449801,CHEK2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066604,CANCER_960171,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066672,CANCER_822541,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066705,CANCER_185972,CHEK2,hereditary_cancer,Li-Fraumeni syndrome,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1066844,CANCER_220243,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066890,CANCER_570236,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1066928,CANCER_455637,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1067507,CANCER_841481,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1067665,CANCER_942549,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068029,CANCER_1457253,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068042,CANCER_216019,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068261,CANCER_1459708,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068370,CANCER_1071640,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068512,CANCER_838443,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068534,CANCER_1775998,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1068755,CANCER_187043,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068803,CANCER_1070121,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1068926,CANCER_643328,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069197,CANCER_1758226,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069248,CANCER_1453623,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069441,CANCER_1067243,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069521,CANCER_142171,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069530,CANCER_1454652,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069617,CANCER_832750,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069824,CANCER_571716,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1069911,CANCER_831346,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070072,CANCER_836916,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070096,CANCER_1453853,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070239,CANCER_1068948,MLH1,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070398,CANCER_1069829,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070471,CANCER_1453482,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070576,CANCER_453716,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070606,CANCER_1383241,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1070676,CANCER_838443,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071105,CANCER_832969,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071117,CANCER_525792,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071597,CANCER_1431206,ATM,hereditary_cancer,syndromic cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1071619,CANCER_1069828,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071630,CANCER_1375936,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071666,CANCER_1070998,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071805,CANCER_455289,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071816,CANCER_1750287,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1071840,CANCER_408476,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072054,CANCER_1343819,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072133,CANCER_1460175,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072355,CANCER_820249,PALB2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072378,CANCER_1065966,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072474,CANCER_861740,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072512,CANCER_857688,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072627,CANCER_998146,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072643,CANCER_846087,MSH6,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1072669,CANCER_648702,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072739,CANCER_631165,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1072740,CANCER_1732192,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072896,CANCER_1071701,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1072945,CANCER_525970,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073052,CANCER_96839,BRCA2,hereditary_cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073215,CANCER_453500,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073216,CANCER_485232,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1073269,CANCER_583660,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073413,CANCER_1075986,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073540,CANCER_525684,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073675,CANCER_1074953,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073690,CANCER_663098,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1073933,CANCER_933965,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074077,CANCER_584341,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074091,CANCER_1071690,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074176,CANCER_455637,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1074383,CANCER_1074419,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074412,CANCER_1518811,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074496,CANCER_1432629,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074638,CANCER_453334,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074652,CANCER_1797026,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074850,CANCER_822541,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074859,CANCER_455102,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1074976,CANCER_1076814,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075035,CANCER_969362,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075036,CANCER_963447,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075054,CANCER_1494126,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075095,CANCER_642047,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075116,CANCER_1453992,TP53,hereditary_cancer,Li-Fraumeni syndrome,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075269,CANCER_1759391,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075286,CANCER_1446958,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075452,CANCER_830614,ATM,hereditary_cancer,syndromic cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1075566,CANCER_1745825,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075705,CANCER_649625,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1075827,CANCER_1071300,MSH6,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1076085,CANCER_1399513,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076190,CANCER_525611,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076193,CANCER_663411,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076317,CANCER_1070886,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076375,CANCER_1067509,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076406,CANCER_827235,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076435,CANCER_1404378,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076586,CANCER_1756729,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076780,CANCER_646077,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076832,CANCER_525976,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1076920,CANCER_1790306,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1098797,CANCER_1071367,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1171457,CANCER_482753,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1171652,CANCER_1796525,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1171730,CANCER_821251,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172057,CANCER_1733549,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172095,CANCER_1743094,MLH1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172098,CANCER_1804655,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172108,CANCER_1764176,CHEK2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172174,CANCER_819201,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172262,CANCER_482667,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1172908,CANCER_1353796,PMS2,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1174015,CANCER_1049514,BRCA1,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1174116,CANCER_654964,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1176394,CANCER_232993,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1177274,CANCER_653641,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1177380,CANCER_831582,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1180448,CANCER_1709196,BRCA2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1192211,CANCER_831778,PMS2,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1193373,CANCER_89412,MSH6,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,nonspecific_underresolved,0.19922790569419552,0.19922790569419552,0.0
CANCER_1195084,CANCER_1784033,MLH1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1195870,CANCER_1049246,PMS2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1195872,CANCER_1707532,BRCA2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1196343,CANCER_1773996,CDH1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1203083,CANCER_821125,BRCA1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1203214,CANCER_428516,MSH2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1209849,CANCER_552442,ATM,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1210357,CANCER_524303,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
